ano,mes,bairro,distrito,local_ocorrencia,latitude,longitude,horafato
2022,NOVEMBRO,GUAMA,BELEM,VIA PUBLICA,"-1,4636656","-48,4651385",14:30:00
2022,FEVEREIRO,TAPANA,ICOARACI,VIA PUBLICA,"-1,3318644","-48,4807533",18:00:00
2022,JUNHO,VAL-DE-CANS,BELEM,RESIDENCIA PARTICULAR,"-1,459845","-48,487826",12:45:00
2022,AGOSTO,MARCO,BELEM,HOSPITAL,"-1,4424653","-48,4689773",15:55:00
2022,MARCO,MARAMBAIA,BELEM,VIA PUBLICA,"-1,407986","-48,4628134",12:00:00
2022,NOVEMBRO,COQUEIRO BELEM,BELEM,VIA PUBLICA,"-1,3556665","-48,4298149",05:00:00
2022,FEVEREIRO,MANGUEIRAO,BELEM,VIA PUBLICA,"-1,383837","-48,4378546",05:00:00
2022,NOVEMBRO,TAPANA,ICOARACI,VIA PUBLICA,"-1,3394667","-48,4682766",05:30:00
2022,FEVEREIRO,TAPANA,ICOARACI,VIA PUBLICA,"-1,3377241","-48,4682825",11:00:00
2022,OUTUBRO,PONTA GROSSA,ICOARACI,VIA PUBLICA,"-1,307848","-48,4718912",23:00:00
2022,JUNHO,TENONE,ICOARACI,VIA PUBLICA,"-1,459845","-48,487826",06:30:00
2022,DEZEMBRO,MARCO,BELEM,VIA PUBLICA,"-1,4363705","-48,4667205",22:40:00
2022,DEZEMBRO,CARANANDUBA,MOSQUEIRO,VIA PUBLICA,"-1,0942248","-48,4099249",04:30:00
2022,ABRIL,MANGUEIRAO,BELEM,VIA PUBLICA,"-1,3764045","-48,4488515",01:59:59.999997
2022,DEZEMBRO,SAO JOAO DO OUTEIRO,OUTEIRO,VIA PUBLICA,"-1,2681682","-48,4704077",22:30:00
2022,OUTUBRO,CABANAGEM,BELEM,VIA PUBLICA,"-1,3673602","-48,4363035",03:30:00
2022,OUTUBRO,CRUZEIRO,ICOARACI,VIA PUBLICA,"-1,3021109","-48,4833374",18:20:00
2022,SETEMBRO,PARACURI,ICOARACI,VIA PUBLICA,"-1,3172435","-48,4855037",05:45:00
2022,MAIO,CAMPINA,BELEM,HOSPITAL,"-1,4492166","-48,4965117",09:30:00
2023,JANEIRO,CANUDOS,BELEM,VIA PUBLICA,"-1,4487403","-48,45704",16:30:00
2023,NOVEMBRO,VAL-DE-CANS,BELEM,VIA PUBLICA,"-1,3963274","-48,4762786",01:30:00
2023,SETEMBRO,VILA,MOSQUEIRO,VIA PUBLICA,"-1,4353591","-48,4879277",06:00:00
2023,SETEMBRO,BENGUI,BELEM,VIA PUBLICA,"-1,3762168","-48,4453523",20:00:00
2023,SETEMBRO,GUAMA,BELEM,VIA PUBLICA,"-1,4638866","-48,4632953",21:00:00
2023,FEVEREIRO,CAMPINA,BELEM,HOSPITAL,"-1,4492166","-48,4965117",18:00:00
2023,DEZEMBRO,CAMPINA DE ICOARACI,ICOARACI,VIA PUBLICA,"-1,2938977","-48,4669556",06:00:00
2023,NOVEMBRO,GUAMA,BELEM,VIA PUBLICA,"-1,4651534","-48,4549256",16:00:00
2023,DEZEMBRO,PARQUE GUAJARA,ICOARACI,VIA PUBLICA,"-1,3178305","-48,4573431",03:30:00
2023,DEZEMBRO,PARQUE GUAJARA,ICOARACI,VIA PUBLICA,"-1,321894","-48,4504714",04:20:00
2023,DEZEMBRO,AGULHA,ICOARACI,VIA PUBLICA,"-1,305185","-48,4727767",01:30:00
2023,DEZEMBRO,CASTANHEIRA,BELEM,VIA PUBLICA,"-1,4084993","-48,4368877",01:00:00
2023,DEZEMBRO,TERRA FIRME,BELEM,VIA PUBLICA,"-1,4547658","-48,4464829",02:00:00
2023,DEZEMBRO,GUAMA,BELEM,VIA PUBLICA,"-1,4723758","-48,4549603",02:00:00
2023,DEZEMBRO,BENGUI,BELEM,VIA PUBLICA,"-1,37682","-48,4532126",12:00:00
2023,DEZEMBRO,TERRA FIRME,BELEM,VIA PUBLICA,"-1,4565321","-48,4518258",04:00:00
2023,OUTUBRO,VAL-DE-CANS,BELEM,VIA PUBLICA,"-1,3956042","-48,4741217",05:00:00
2023,AGOSTO,CAMPINA,BELEM,HOSPITAL,"-1,4492166","-48,4965117",14:55:00
