ano,mes,bairro,distrito,local_ocorrencia,latitude,longitude,horafato
2020,ABRIL,JURUNAS,BELEM,RESIDENCIA PARTICULAR,"-1,4695443","-48,4967345",04:30:00
2020,JANEIRO,CIDADE VELHA,BELEM,OUTROS,"-1,456538","-48,5057884",05:00:00
2020,FEVEREIRO,JURUNAS,BELEM,VIA PUBLICA,-1.4739327,-48.4866454,00:30:00
2020,OUTUBRO,MARACANGALHA,BELEM,VIA PUBLICA,"-1,3993766","-48,4738045",01:00:00
2020,ABRIL,SAO JOAO DO OUTEIRO,OUTEIRO,VIA PUBLICA,"-1,2651472","-48,4629374",17:29:00
2020,ABRIL,CAMPINA,BELEM,HOSPITAL,"-1,4492166","-48,4965117",10:00:00
2020,AGOSTO,MURUBIRA,MOSQUEIRO,RESIDENCIA PARTICULAR,"-1,2708197","-48,4488972",04:00:00
2020,JANEIRO,CONDOR,BELEM,RESIDENCIA PARTICULAR,"-1,4606371","-48,4788352",07:00:00
2020,NOVEMBRO,SAO BRAS,BELEM,"HOTEL, PENSAO, ETC","-1,450797","-48,4653706",13:00:00
2020,JULHO,PARQUE GUAJARA,ICOARACI,RESIDENCIA PARTICULAR,"-1,321894","-48,4504714",02:00:00
2020,MAIO,TAPANA,ICOARACI,LOGRADORO PUBLICO,"-1,3439159","-48,474735",10:05:00
2020,JANEIRO,CAMPINA,BELEM,VIA PUBLICA,"-1,4539687","-48,4967747",01:30:00
2020,AGOSTO,FATIMA,BELEM,RESIDENCIA PARTICULAR,"-1,4515052","-48,472326",02:30:00
