ano,mes,dia,bairro,distrito,local_ocorrencia,latitude,longitude,horafato
2019,AGOSTO,QUA,UMARIZAL,BELEM,HOSPITAL,"-1,449323","-48,4805721",11:00:00
2020,OUTUBRO,SEG,MARAMBAIA,BELEM,VIA PUBLICA,"-1,4026706","-48,4614498",16:30:00
