ano,mes,dia,bairro,distrito,local_ocorrencia,latitude,longitude,horafato
2025,MAIO,SEX,CARANANDUBA,MOSQUEIRO,RESIDENCIA PARTICULAR,"-1,0930262","-48,4071632",14:00:00
2025,JANEIRO,DOM,TAPANA,ICOARACI,RESIDENCIA PARTICULAR,"-1,3387011","-48,4737198",00:30:00
2025,MARCO,QUA,PEDREIRA,BELEM,VIA PUBLICA,"-1,4263724","-48,4711704",18:20:00
2025,MARCO,SEG,MARACACUERA,ICOARACI,ZONA URBANA,"-1,2736017","-48,4388915",09:30:00
